rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization
1,grandmaster,Chris Deotte,https://www.kaggle.com/cdeotte,67,16,3,4840,United States,California,San Diego,Data Scientist & Researcher,Nvidia
2,grandmaster,Abhishek Thakur,https://www.kaggle.com/abhishek,64,25,23,3562,Norway,Rogaland,Stavanger,AutoTrain,Hugging Face
3,master,Marília Prata,https://www.kaggle.com/mpwolke,12,29,368,3244,Brazil,State of Rio de Janeiro,Rio de Janeiro,Doctor of Dental Surgery,Self employed
4,grandmaster,Y.Nakama,https://www.kaggle.com/yasufuminakama,32,9,6,2576,Japan,Tokyo,Tokyo,Data Scientist,XXX
5,grandmaster,Awsaf,https://www.kaggle.com/awsaf49,27,6,12,2419,Bangladesh,Dhaka Division,Dhaka,EEE Undergrad,BUET
6,grandmaster,DanB,https://www.kaggle.com/dansbecker,43,10,25,2274,United States,Colorado,Golden,Founder,decision.ai
7,grandmaster,Andrada Olteanu,https://www.kaggle.com/andradaolteanu,33,5,5,2144,Romania,Bucharest,Bucharest,Data Scientist,Endava
8,grandmaster,AmbrosM,https://www.kaggle.com/ambrosm,22,7,7,1943,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN
9,grandmaster,Rob Mulla,https://www.kaggle.com/robikscube,29,19,53,1909,United States,District of Columbia,Washington,Tom,o
10,grandmaster,dataista0 (Julián Peller),https://www.kaggle.com/julian3833,20,13,20,1864,Argentina,Buenos Aires,Buenos Aires,Data scientist,Toptal
11,grandmaster,Sanskar Hasija,https://www.kaggle.com/odins0n,22,12,3,1739,India,Maharashtra,Pune,Student,IIIT PUNE
12,grandmaster,Remek Kinas,https://www.kaggle.com/remekkinas,18,17,4,1730,Poland,Masovian Voivodeship,Warsaw,AI independent consultant (Computer Vision),ai5 (own business)
13,grandmaster,DATAI,https://www.kaggle.com/kanncaa1,19,8,6,1702,Turkey,Istanbul,Istanbul,EE,   
14,grandmaster,Carl McBride Ellis,https://www.kaggle.com/carlmcbrideellis,17,24,62,1643,Spain,Community of Madrid,Madrid,Independent contractor,remote
15,master,Darien Schettler,https://www.kaggle.com/dschettler8845,13,16,36,1449,Canada,Ontario,London,Staff Machine Learning Architect,VMWare Inc.
16,grandmaster,Tensor Girl,https://www.kaggle.com/usharengaraju,20,0,0,1448,India,Karnataka,Bengaluru,Nobody,Nowhere
17,grandmaster,chumajin,https://www.kaggle.com/chumajin,19,5,7,1442,Japan,Tokyo,Tokyo,Engineer,Japanese Company
18,grandmaster,Subin An,https://www.kaggle.com/subinium,25,11,45,1423,South Korea,Seoul,Seoul,HCI Lab,Seoul National Univ.
19,grandmaster,Prashant Banerjee,https://www.kaggle.com/prashant111,33,10,0,1407,India,Haryana,Gurugram,Freelance Data Scientist,UNKOWN
20,grandmaster,Andrew Lukyanenko,https://www.kaggle.com/artgor,43,24,24,1353,United Arab Emirates,Dubai,Dubai,Senior Data Scientist,Careem
21,grandmaster,OH SEOK KIM,https://www.kaggle.com/ohseokkim,20,12,5,1350,South Korea,Gyeonggi-do,Hwaseong-si,Software Engineer,Samsung Electronics.
22,grandmaster,Vitalii Mokin,https://www.kaggle.com/vbmokin,20,16,69,1341,Ukraine,Vinnytsia Oblast,Vinnytsia,Professor,Vinnytsia National Technical University
23,grandmaster,torch,https://www.kaggle.com/rhtsingh,15,2,16,1304,India,Uttar Pradesh,Noida,UNKOWN,UNKOWN
24,grandmaster,Mr_KnowNothing,https://www.kaggle.com/tanulsingh077,17,5,5,1289,United States,California,California City,Applied AI Research Engineer,LevelAI
25,grandmaster,Martin Kovacevic Buvinic,https://www.kaggle.com/ragnar123,22,19,12,1263,Chile,Santiago Metropolitan Region,Santiago,Data Scientist,UNKOWN
26,grandmaster,Jeremy Howard,https://www.kaggle.com/jhoward,16,4,3,1260,Australia,Queensland,Brisbane,Founder / Professor,fast.ai / Uni Qld
27,master,Debarshi Chanda,https://www.kaggle.com/debarshichanda,12,17,11,1250,India,Maharashtra,Navi Mumbai,Student,IIT Guwahati
28,grandmaster,SRK,https://www.kaggle.com/sudalairajkumar,30,14,23,1218,India,Tamil Nadu,Chennai,Head of AI & ML,Growfin.ai
29,grandmaster,xhlulu,https://www.kaggle.com/xhlulu,30,17,38,1198,UNKOWN,UNKOWN,UNKOWN,Please help refugees,donate.unhcr.org
30,grandmaster,Bojan Tunguz,https://www.kaggle.com/tunguz,24,52,164,1190,United States,Indiana,Greencastle,Data Scientist,Nvidia
31,grandmaster,Gabriel Preda,https://www.kaggle.com/gpreda,31,29,66,1182,Romania,Bucharest,Bucharest,Data Scientist,Endava
32,master,Gunes Evitan,https://www.kaggle.com/gunesevitan,11,7,14,1176,Turkey,Ankara,Ankara,Data Scientist,Orientis/Algomedicus
33,grandmaster,Yaroslav Isaienkov,https://www.kaggle.com/ihelon,17,3,12,1147,Ukraine,Vinnytsia Oblast,Vinnytsia,Data Scientist,Onseo
34,grandmaster,Ammar Alhaj Ali,https://www.kaggle.com/ammarnassanalhajali,15,11,23,1126,Kuwait,Hawalli Governorate,Hawally,AI Researcher,Kuwait
35,master,Lucas Morin,https://www.kaggle.com/lucasmorin,11,17,24,1124,France,Île-de-France,Paris,ML Engineer - Corporate Credit Risk,UNKOWN
36,grandmaster,Ruchi Bhatia,https://www.kaggle.com/ruchi798,21,3,0,1108,India,Maharashtra,Mumbai,Data Science Global Ambassador,Z by HP 
37,grandmaster,Vopani,https://www.kaggle.com/rohanrao,18,11,7,1099,India,Karnataka,Bengaluru,Data Scientist,H2O.ai
38,master,Hasan Basri Akçay,https://www.kaggle.com/hasanbasriakcay,13,14,4,1097,Turkey,Antalya,Antalya,EEE,Akdeniz University
39,grandmaster,Heads or Tails,https://www.kaggle.com/headsortails,23,0,0,1095,United States,Massachusetts,Boston,curious,heart
40,grandmaster,Parul Pandey,https://www.kaggle.com/parulpandey,17,16,18,1046,India,Telangana,Hyderabad,ML,Weights & Biases
41,grandmaster,Theo Viel,https://www.kaggle.com/theoviel,15,15,10,1044,France,Île-de-France,Paris,Research Scientist,DAMAE Medical
42,grandmaster,Devlikamov Vlad,https://www.kaggle.com/lordozvlad,15,1,0,1027,Russia,Nizhny Novgorod Oblast,Nizhny Novgorod,Lab Assistant,UNN
